agency_fdid,incident_number,incident_date,incident_year,incident_type_code,incident_type,aid_code,aid,property_use_category,property_use_code,property_use,address,city,state,postal_code,city_clean,incident_month
25115,2025001190,2025-07-24,2025,622,No incident found on arrival at dispatch address,,,9 - Outside or Special Property,963,Street or road in commercial area,6010 TAYLOR Road,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001189,2025-07-24,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,724 WOODINGTON Drive,Pataskala,OH,43062,pataskala,2025-07-01
25115,2025001188,2025-07-24,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,725 BUCKLES Court North,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001187,2025-07-24,2025,743,"Smoke detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,2300 COLTS NECK Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001186,2025-07-23,2025,324,Motor vehicle accident with no injuries.,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2024 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001185,2025-07-23,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,429,Multifamily dwelling,8360 HUMBOLDT Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001184,2025-07-23,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,858 TAYLOR STATION Road,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001183,2025-07-23,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,2639 NEWTON Court,New Albany,OH,43054,new albany,2025-07-01
25115,2025001182,2025-07-23,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001181,2025-07-22,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,6928 East BROAD Street,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001180,2025-07-22,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1121 STREAMSIDE Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001179,2025-07-22,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,831 ACORN GROVE Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001178,2025-07-22,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,429,Multifamily dwelling,72 SUDBURY Loop,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001177,2025-07-22,2025,324,Motor vehicle accident with no injuries.,4,Automatic aid given,,,,North HAMILTON Road and N HAMILTON RD / GRANVILLE ST,GAHANNA,OH,43230,gahanna,2025-07-01
25115,2025001176,2025-07-22,2025,736,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7691 DEER PARK Way,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001175,2025-07-22,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,970 VANWERT Loop,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001174,2025-07-22,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"5 - Mercantile, Business",599,Business office,8455 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001173,2025-07-22,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8842 BELHAVEN Court,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001172,2025-07-21,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001171,2025-07-21,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1273 CANDORA Street,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001170,2025-07-21,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1543 BENT MAPLE Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001169,2025-07-20,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8001 HEADWATER Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001168,2025-07-20,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7534 BLACKLICK RIDGE Boulevard,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001167,2025-07-20,2025,554,Assist invalid,4,Automatic aid given,,,,14910 HAVENS CORNERS Road Southwest,Pataskala,OH,43062,pataskala,2025-07-01
25115,2025001166,2025-07-20,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7754 ASTRA Circle,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001165,2025-07-20,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,8 - Storage,891,Warehouse,8525 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001164,2025-07-20,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,400,"Residential, other",2982 CREEKWOOD ESTATES Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001163,2025-07-19,2025,554,Assist invalid,,,4 - Residential,429,Multifamily dwelling,933 TAYLOR STATION Road,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001162,2025-07-19,2025,500,"Service call, other",,,4 - Residential,400,"Residential, other",7788 FREESIA Street,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001161,2025-07-19,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,200 MARKET Street,New Albany,OH,43054,new albany,2025-07-01
25115,2025001160,2025-07-19,2025,324,Motor vehicle accident with no injuries.,,,4 - Residential,400,"Residential, other",8219 ROYAL ELM Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001159,2025-07-19,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,657 EASTGATE Parkway,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001158,2025-07-19,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,933 TAYLOR STATION Road,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001157,2025-07-19,2025,611,Dispatched and cancelled en route,2,Automatic aid received,,,,81 SCENIC Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001156,2025-07-19,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2502 KELTONHURST Court,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001155,2025-07-18,2025,424,Carbon monoxide incident,,,4 - Residential,419,1 or 2 family dwelling,2573 SWISHER CREEK Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001154,2025-07-18,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8084 KENNEDY Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001153,2025-07-18,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,748 TAYLOR Road,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001152,2025-07-18,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1957 SURREY Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001151,2025-07-18,2025,651,"Smoke scare, odor of smoke",,,4 - Residential,419,1 or 2 family dwelling,7160 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001150,2025-07-18,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8244 RED OAK Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001149,2025-07-17,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,1 - Assembly,161,Restaurant or cafeteria,7995 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001148,2025-07-17,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7754 ASTRA Circle,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001147,2025-07-17,2025,5535,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,775 HAWKS CREST Lane,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001146,2025-07-17,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,11472 BROAD Street Southwest,City of Pataskala,OH,43062,city of pataskala,2025-07-01
25115,2025001145,2025-07-17,2025,5535,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001144,2025-07-17,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1074 HERITAGE Street,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001143,2025-07-17,2025,5535,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,8677 GREYLAG Street,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001142,2025-07-17,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,8825 SMITHS MILL Road North,New Albany,OH,43054,new albany,2025-07-01
25115,2025001141,2025-07-17,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1074 HERITAGE Street,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001140,2025-07-17,2025,5535,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,537 STREAMWATER Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001139,2025-07-17,2025,743,"Smoke detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,7812 ANSANTE Drive,New Albany,OH,43054,new albany,2025-07-01
25115,2025001138,2025-07-17,2025,5535,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,3086 MANN Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001137,2025-07-17,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2641 SKELTON Lane,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001136,2025-07-17,2025,553,Public service,,,4 - Residential,419,1 or 2 family dwelling,9272 SHADWICK Way,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001135,2025-07-16,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2641 SKELTON Lane,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001134,2025-07-16,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8967 PHILMONT CURVE Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001133,2025-07-16,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1074 HERITAGE Street,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001132,2025-07-16,2025,746,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,1220 SNIPE VIEW Loop West,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001131,2025-07-16,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,8403 ALMOND PARK Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001130,2025-07-16,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,933 TAYLOR STATION Road,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001129,2025-07-15,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7883 PRAIRIE WILLOW Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001128,2025-07-15,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7286 POPPY HILLS Court,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001127,2025-07-15,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8149 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001126,2025-07-15,2025,745,"Alarm system activation, no fire - unintentional",4,Automatic aid given,,,,1101 BEECH Road Southwest,New Albany,OH,43054,new albany,2025-07-01
25115,2025001125,2025-07-15,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1139 OAK HILL Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001124,2025-07-14,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7766 FREESIA Street,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001123,2025-07-14,2025,321,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,161,Restaurant or cafeteria,6755 TAYLOR Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001122,2025-07-14,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,6367 KITZMILLER Road,New Albany,OH,43054,new albany,2025-07-01
25115,2025001121,2025-07-14,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3240 MANN Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001120,2025-07-14,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3240 MANN Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001119,2025-07-14,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,234 DEER TRAIL Court,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001118,2025-07-13,2025,743,"Smoke detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,991 VANWERT Loop,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001117,2025-07-13,2025,745,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,1290 CANDORA Street,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001116,2025-07-13,2025,321,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,131,"Church, mosque, synagogue, temple, chapel",3600 North WAGGONER Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001115,2025-07-12,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,561 THEORI Avenue,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001114,2025-07-12,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,9940 JOHNSTOWN Road,New Albany,OH,43054,new albany,2025-07-01
25115,2025001113,2025-07-12,2025,321,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001112,2025-07-11,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2805 NEWBERN Drive West,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001111,2025-07-11,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,524 STRATSHIRE Lane,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001110,2025-07-11,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7837 HEADWATER Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001109,2025-07-11,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1025 ASHMEAD Drive,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001108,2025-07-11,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,834 WALBRIDGE Drive,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001107,2025-07-11,2025,611,Dispatched and cancelled en route,,,,,,6889 MORSE Road,New Albany,OH,43054,new albany,2025-07-01
25115,2025001106,2025-07-11,2025,6712,"CO Investigation, no detector - nothing found",,,4 - Residential,400,"Residential, other",7505 BLACKLICK RIDGE Boulevard,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001105,2025-07-11,2025,321,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,142,Clubhouse,3347 DUETTE Drive,New Albany,OH,43054,new albany,2025-07-01
25115,2025001104,2025-07-10,2025,745,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,1267 TARA PIPER Lane,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001103,2025-07-10,2025,322,Motor vehicle accident with injuries,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",CLARK STATE Road and Headly Rd,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001102,2025-07-10,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"5 - Mercantile, Business",592,Bank,8079 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001101,2025-07-10,2025,111,Building fire,4,Automatic aid given,,,,8390 PINEY ORCHARD,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001100,2025-07-10,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,2899 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001099,2025-07-10,2025,735,Alarm system sounded due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,991 VANWERT Loop,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001098,2025-07-10,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1977 HAVENSWOOD Place,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001097,2025-07-09,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,5605 HAVENS CORNERS Road,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001096,2025-07-09,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001095,2025-07-09,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,8 - Storage,891,Warehouse,8525 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001094,2025-07-09,2025,551,Assist police or other governmental agency,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",8149 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001093,2025-07-09,2025,322,Motor vehicle accident with injuries,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",8149 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001092,2025-07-09,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3075 MANN Road,Gahanna,OH,43230,gahanna,2025-07-01
25115,2025001091,2025-07-09,2025,322,Motor vehicle accident with injuries,4,Automatic aid given,9 - Outside or Special Property,963,Street or road in commercial area,"East BROAD Street and E BROAD ST, COLUMBUS",COLUMBUS,OH,43004,columbus,2025-07-01
25115,2025001090,2025-07-08,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2504 ASHCROFT Loop,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001089,2025-07-08,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,396 ROCKY SPRINGS Drive,Blacklick,OH,43004,blacklick,2025-07-01
25115,2025001088,2025-07-08,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,222 DEER TRAIL Road,Reynoldsburg,OH,43068,reynoldsburg,2025-07-01
25115,2025001087,2025-07-08,2025,322,Motor vehicle accident with injuries,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",3375 KITZMILLER Road,New Albany,OH,43054,new albany,2025-07-01
25115,2025001086,2025-07-08,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,East BROAD Street and N WAGGONER RD,COLUMBUS,OH,43004,columbus,2025-07-01
