agency_fdid,basic_incident_number_fd1,basic_incident_date_original_fd13,basic_incident_year_fd13,basic_incident_type_code_fd121,basic_incident_type_fd121,basic_aid_given_or_received_code_fd122,basic_aid_given_or_received_fd122,basic_property_use_category_fd146,basic_property_use_code_fd146,basic_property_use_fd146,basic_incident_full_street_address,basic_incident_city_name_fd116,basic_incident_state_fd118,basic_incident_postal_code_fd119,incident_number_original,incident_year,incident_number_cleaned,clean_address
25115,2025001162,2025-07-19,2025.0,500.0,"Service call, other",,,4 - Residential,400,"Residential, other",7788 FREESIA Street,Blacklick,OH,43004,2025001162,2025,2025001162,7788 Freesia St
25115,2025001161,2025-07-19,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,200 MARKET Street,New Albany,OH,43054,2025001161,2025,2025001161,200 Market St
25115,2025001160,2025-07-19,2025.0,324.0,Motor vehicle accident with no injuries.,,,4 - Residential,400,"Residential, other",8219 ROYAL ELM Drive,Blacklick,OH,43004,2025001160,2025,2025001160,8219 Royal Elm Dr
25115,2025001159,2025-07-19,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,657 EASTGATE Parkway,Gahanna,OH,43230,2025001159,2025,2025001159,657 Eastgate Parkway
25115,2025001158,2025-07-19,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,933 TAYLOR STATION Road,Gahanna,OH,43230,2025001158,2025,2025001158,933 Taylor Station Rd
25115,2025001157,2025-07-19,2025.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,81 SCENIC Road,Blacklick,OH,43004,2025001157,2025,2025001157,81 Scenic Rd
25115,2025001156,2025-07-19,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2502 KELTONHURST Court,Blacklick,OH,43004,2025001156,2025,2025001156,2502 Keltonhurst Ct
25115,2025001155,2025-07-18,2025.0,424.0,Carbon monoxide incident,,,4 - Residential,419,1 or 2 family dwelling,2573 SWISHER CREEK Drive,Blacklick,OH,43004,2025001155,2025,2025001155,2573 Swisher Creek Dr
25115,2025001154,2025-07-18,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8084 KENNEDY Road,Blacklick,OH,43004,2025001154,2025,2025001154,8084 Kennedy Rd
25115,2025001153,2025-07-18,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,748 TAYLOR Road,Gahanna,OH,43230,2025001153,2025,2025001153,748 Taylor Rd
25115,2025001152,2025-07-18,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1957 SURREY Road,Blacklick,OH,43004,2025001152,2025,2025001152,1957 Surrey Rd
25115,2025001151,2025-07-18,2025.0,651.0,"Smoke scare, odor of smoke",,,4 - Residential,419,1 or 2 family dwelling,7160 CLARK STATE Road,Blacklick,OH,43004,2025001151,2025,2025001151,7160 Clark State Rd
25115,2025001150,2025-07-18,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8244 RED OAK Drive,Blacklick,OH,43004,2025001150,2025,2025001150,8244 Red Oak Dr
25115,2025001149,2025-07-17,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,1 - Assembly,161,Restaurant or cafeteria,7995 East BROAD Street,Reynoldsburg,OH,43068,2025001149,2025,2025001149,7995 East Broad St
25115,2025001148,2025-07-17,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7754 ASTRA Circle,Reynoldsburg,OH,43068,2025001148,2025,2025001148,7754 Astra Circle
25115,2025001147,2025-07-17,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,775 HAWKS CREST Lane,Blacklick,OH,43004,2025001147,2025,2025001147,775 Hawks Crest Ln
25115,2025001146,2025-07-17,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,11472 BROAD Street Southwest,City Of Pataskala,OH,43062,2025001146,2025,2025001146,11472 Broad Street Southwest
25115,2025001145,2025-07-17,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004,2025001145,2025,2025001145,7577 Clark State Rd
25115,2025001144,2025-07-17,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1074 HERITAGE Street,Blacklick,OH,43004,2025001144,2025,2025001144,1074 Heritage St
25115,2025001143,2025-07-17,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,8677 GREYLAG Street,Blacklick,OH,43004,2025001143,2025,2025001143,8677 Greylag St
25115,2025001142,2025-07-17,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,8825 SMITHS MILL Road North,New Albany,OH,43054,2025001142,2025,2025001142,8825 Smiths Mill Road North
25115,2025001141,2025-07-17,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1074 HERITAGE Street,Blacklick,OH,43004,2025001141,2025,2025001141,1074 Heritage St
25115,2025001140,2025-07-17,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,537 STREAMWATER Drive,Blacklick,OH,43004,2025001140,2025,2025001140,537 Streamwater Dr
25115,2025001139,2025-07-17,2025.0,743.0,"Smoke detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,7812 ANSANTE Drive,New Albany,OH,43054,2025001139,2025,2025001139,7812 Ansante Dr
25115,2025001138,2025-07-17,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,3086 MANN Road,Blacklick,OH,43004,2025001138,2025,2025001138,3086 Mann Rd
25115,2025001137,2025-07-17,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2641 SKELTON Lane,Blacklick,OH,43004,2025001137,2025,2025001137,2641 Skelton Ln
25115,2025001136,2025-07-17,2025.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,9272 SHADWICK Way,Blacklick,OH,43004,2025001136,2025,2025001136,9272 Shadwick Way
25115,2025001135,2025-07-16,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2641 SKELTON Lane,Blacklick,OH,43004,2025001135,2025,2025001135,2641 Skelton Ln
25115,2025001134,2025-07-16,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8967 PHILMONT CURVE Drive,Blacklick,OH,43004,2025001134,2025,2025001134,8967 Philmont Curve Dr
25115,2025001133,2025-07-16,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1074 HERITAGE Street,Blacklick,OH,43004,2025001133,2025,2025001133,1074 Heritage St
25115,2025001132,2025-07-16,2025.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,1220 SNIPE VIEW Loop West,Blacklick,OH,43004,2025001132,2025,2025001132,1220 Snipe View Loop West
25115,2025001131,2025-07-16,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,8403 ALMOND PARK Drive,Blacklick,OH,43004,2025001131,2025,2025001131,8403 Almond Park Dr
25115,2025001130,2025-07-16,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,933 TAYLOR STATION Road,Gahanna,OH,43230,2025001130,2025,2025001130,933 Taylor Station Rd
25115,2025001129,2025-07-15,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7883 PRAIRIE WILLOW Drive,Blacklick,OH,43004,2025001129,2025,2025001129,7883 Prairie Willow Dr
25115,2025001128,2025-07-15,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7286 POPPY HILLS Court,Blacklick,OH,43004,2025001128,2025,2025001128,7286 Poppy Hills Ct
25115,2025001127,2025-07-15,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8149 CLARK STATE Road,Blacklick,OH,43004,2025001127,2025,2025001127,8149 Clark State Rd
25115,2025001126,2025-07-15,2025.0,745.0,"Alarm system activation, no fire - unintentional",4.0,Automatic aid given,,,,1101 BEECH Road Southwest,New Albany,OH,43054,2025001126,2025,2025001126,1101 Beech Road Southwest
25115,2025001125,2025-07-15,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1139 OAK HILL Road,Blacklick,OH,43004,2025001125,2025,2025001125,1139 Oak Hill Rd
25115,2025001124,2025-07-14,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7766 FREESIA Street,Blacklick,OH,43004,2025001124,2025,2025001124,7766 Freesia St
25115,2025001123,2025-07-14,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,161,Restaurant or cafeteria,6755 TAYLOR Road,Blacklick,OH,43004,2025001123,2025,2025001123,6755 Taylor Rd
25115,2025001122,2025-07-14,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,6367 KITZMILLER Road,New Albany,OH,43054,2025001122,2025,2025001122,6367 Kitzmiller Rd
25115,2025001121,2025-07-14,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3240 MANN Road,Blacklick,OH,43004,2025001121,2025,2025001121,3240 Mann Rd
25115,2025001120,2025-07-14,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3240 MANN Road,Blacklick,OH,43004,2025001120,2025,2025001120,3240 Mann Rd
25115,2025001119,2025-07-14,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,234 DEER TRAIL Court,Reynoldsburg,OH,43068,2025001119,2025,2025001119,234 Deer Trail Ct
25115,2025001118,2025-07-13,2025.0,743.0,"Smoke detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,991 VANWERT Loop,Blacklick,OH,43004,2025001118,2025,2025001118,991 Vanwert Loop
25115,2025001117,2025-07-13,2025.0,745.0,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,1290 CANDORA Street,Blacklick,OH,43004,2025001117,2025,2025001117,1290 Candora St
25115,2025001116,2025-07-13,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,131,"Church, mosque, synagogue, temple, chapel",3600 North WAGGONER Road,Blacklick,OH,43004,2025001116,2025,2025001116,3600 North Waggoner Rd
25115,2025001115,2025-07-12,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,561 THEORI Avenue,Gahanna,OH,43230,2025001115,2025,2025001115,561 Theori Ave
25115,2025001114,2025-07-12,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,9940 JOHNSTOWN Road,New Albany,OH,43054,2025001114,2025,2025001114,9940 Johnstown Rd
25115,2025001113,2025-07-12,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004,2025001113,2025,2025001113,6767 Havens Corners Rd
25115,2025001112,2025-07-11,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2805 NEWBERN Drive West,Blacklick,OH,43004,2025001112,2025,2025001112,2805 Newbern Drive West
25115,2025001111,2025-07-11,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,524 STRATSHIRE Lane,Gahanna,OH,43230,2025001111,2025,2025001111,524 Stratshire Ln
25115,2025001110,2025-07-11,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7837 HEADWATER Drive,Blacklick,OH,43004,2025001110,2025,2025001110,7837 Headwater Dr
25115,2025001109,2025-07-11,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,1025 ASHMEAD Drive,Gahanna,OH,43230,2025001109,2025,2025001109,1025 Ashmead Dr
25115,2025001108,2025-07-11,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,834 WALBRIDGE Drive,Gahanna,OH,43230,2025001108,2025,2025001108,834 Walbridge Dr
25115,2025001107,2025-07-11,2025.0,611.0,Dispatched and cancelled en route,,,,,,6889 MORSE Road,New Albany,OH,43054,2025001107,2025,2025001107,6889 Morse Rd
25115,2025001106,2025-07-11,2025.0,6712.0,"CO Investigation, no detector - nothing found",,,4 - Residential,400,"Residential, other",7505 BLACKLICK RIDGE Boulevard,Blacklick,OH,43004,2025001106,2025,2025001106,7505 Blacklick Ridge Blvd
25115,2025001105,2025-07-11,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,142,Clubhouse,3347 DUETTE Drive,New Albany,OH,43054,2025001105,2025,2025001105,3347 Duette Dr
25115,2025001104,2025-07-10,2025.0,745.0,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,1267 TARA PIPER Lane,Blacklick,OH,43004,2025001104,2025,2025001104,1267 Tara Piper Ln
25115,2025001103,2025-07-10,2025.0,322.0,Motor vehicle accident with injuries,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",CLARK STATE Road and Headly Rd,Gahanna,OH,43230,2025001103,2025,2025001103,Clark State Rd
25115,2025001102,2025-07-10,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",592,Bank,8079 East BROAD Street,Reynoldsburg,OH,43068,2025001102,2025,2025001102,8079 East Broad St
25115,2025001101,2025-07-10,2025.0,111.0,Building fire,4.0,Automatic aid given,,,,8390 PINEY ORCHARD,Blacklick,OH,43004,2025001101,2025,2025001101,8390 Piney Orchard
25115,2025001100,2025-07-10,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,2899 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004,2025001100,2025,2025001100,2899 North Reynoldsburg New Albany Rd
25115,2025001099,2025-07-10,2025.0,735.0,Alarm system sounded due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,991 VANWERT Loop,Blacklick,OH,43004,2025001099,2025,2025001099,991 Vanwert Loop
25115,2025001098,2025-07-10,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1977 HAVENSWOOD Place,Blacklick,OH,43004,2025001098,2025,2025001098,1977 Havenswood Pl
25115,2025001097,2025-07-09,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,5605 HAVENS CORNERS Road,Gahanna,OH,43230,2025001097,2025,2025001097,5605 Havens Corners Rd
25115,2025001096,2025-07-09,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004,2025001096,2025,2025001096,7577 Clark State Rd
25115,2025001095,2025-07-09,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,8525 East BROAD Street,Reynoldsburg,OH,43068,2025001095,2025,2025001095,8525 East Broad St
25115,2025001094,2025-07-09,2025.0,551.0,Assist police or other governmental agency,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",8149 CLARK STATE Road,Blacklick,OH,43004,2025001094,2025,2025001094,8149 Clark State Rd
25115,2025001093,2025-07-09,2025.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",8149 CLARK STATE Road,Blacklick,OH,43004,2025001093,2025,2025001093,8149 Clark State Rd
25115,2025001092,2025-07-09,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3075 MANN Road,Gahanna,OH,43230,2025001092,2025,2025001092,3075 Mann Rd
25115,2025001091,2025-07-09,2025.0,322.0,Motor vehicle accident with injuries,4.0,Automatic aid given,9 - Outside or Special Property,963,Street or road in commercial area,"East BROAD Street and E BROAD ST, COLUMBUS",Columbus,OH,43004,2025001091,2025,2025001091,East Broad St
25115,2025001090,2025-07-08,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2504 ASHCROFT Loop,Blacklick,OH,43004,2025001090,2025,2025001090,2504 Ashcroft Loop
25115,2025001089,2025-07-08,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,396 ROCKY SPRINGS Drive,Blacklick,OH,43004,2025001089,2025,2025001089,396 Rocky Springs Dr
25115,2025001088,2025-07-08,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,222 DEER TRAIL Road,Reynoldsburg,OH,43068,2025001088,2025,2025001088,222 Deer Trail Rd
25115,2025001087,2025-07-08,2025.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",3375 KITZMILLER Road,New Albany,OH,43054,2025001087,2025,2025001087,3375 Kitzmiller Rd
25115,2025001086,2025-07-08,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,East BROAD Street and N WAGGONER RD,Columbus,OH,43004,2025001086,2025,2025001086,East Broad St
25115,2025001085,2025-07-08,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,8525 East BROAD Street,Reynoldsburg,OH,43068,2025001085,2025,2025001085,8525 East Broad St
25115,2025001084,2025-07-08,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,429,Multifamily dwelling,34 KIPATRICK Drive,Blacklick,OH,43004,2025001084,2025,2025001084,34 Kipatrick Dr
25115,2025001083,2025-07-07,2025.0,322.0,Motor vehicle accident with injuries,4.0,Automatic aid given,,,,7167 East BROAD Street,Reynoldsburg,OH,43068,2025001083,2025,2025001083,7167 East Broad St
25115,2025001082,2025-07-07,2025.0,6712.0,"CO Investigation, no detector - nothing found",,,4 - Residential,419,1 or 2 family dwelling,8051 WILLOW BROOK CROSSING Drive,Blacklick,OH,43004,2025001082,2025,2025001082,8051 Willow Brook Crossing Dr
25115,2025001081,2025-07-06,2025.0,554.0,Assist invalid,,,4 - Residential,429,Multifamily dwelling,933 TAYLOR STATION Road,Gahanna,OH,43230,2025001081,2025,2025001081,933 Taylor Station Rd
25115,2025001080,2025-07-06,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7883 PRAIRIE WILLOW Drive,Blacklick,OH,43004,2025001080,2025,2025001080,7883 Prairie Willow Dr
25115,2025001079,2025-07-06,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,1 - Assembly,124,Playground,7494 CLARK STATE Road,New Albany,OH,43054,2025001079,2025,2025001079,7494 Clark State Rd
25115,2025001078,2025-07-06,2025.0,611.0,Dispatched and cancelled en route,,,,,,8058 KENNEDY Road,Blacklick,OH,43004,2025001078,2025,2025001078,8058 Kennedy Rd
25115,2025001077,2025-07-06,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,700 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004,2025001077,2025,2025001077,700 North Reynoldsburg New Albany Rd
25115,2025001076,2025-07-05,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1152 MC NEIL Drive,Blacklick,OH,43004,2025001076,2025,2025001076,1152 Mc Neil Dr
25115,2025001075,2025-07-05,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",539,"Household goods, sales, repairs",8173 East BROAD Street,Reynoldsburg,OH,43068,2025001075,2025,2025001075,8173 East Broad St
